appl_id,project,nctid
10400468,AR076573-03S1,NCT04409353
10401158,DA013714-20S3,NCT03023930
10401158,DA013714-20S3,NCT03918850
10401158,DA013714-20S3,NCT04418453
10406102,NS115111-03S1,NCT05045625
10414223,HD101059-01S3,NCT04149509
10415416,AR076734-01S3,NCT04870957
10426755,AR081143-01,NCT04504812
10434255,HD036801-24S1,NCT02518594
10434255,HD036801-24S1,NCT02901626
10434255,HD036801-24S1,NCT03364491
10434255,HD036801-24S1,NCT03487185
10434255,HD036801-24S1,NCT03944512
10434255,HD036801-24S1,NCT04296396
10436556,NS126861-01,NCT04367480
10440189,DA050235-03S1,NCT04617938
10441666,DA050189-03,NCT04901312
10441986,DA013732-22S3,NCT03911466
10441986,DA013732-22S3,NCT03911739
10441986,DA013732-22S3,NCT03918850
10450554,DA015831-20S5,NCT03023930
10450554,DA015831-20S5,NCT03918850
10450554,DA015831-20S5,NCT03985163
10450554,DA015831-20S5,NCT04200339
10450554,DA015831-20S5,NCT04225598
10450554,DA015831-20S5,NCT04464980
10454450,CA189824-08S1,NCT01988571
10454450,CA189824-08S1,NCT02063828
10454450,CA189824-08S1,NCT02589938
10454450,CA189824-08S1,NCT02791581
10454450,CA189824-08S1,NCT02822573
10454450,CA189824-08S1,NCT03060096
10454450,CA189824-08S1,NCT03148080
10454450,CA189824-08S1,NCT03291587
10454450,CA189824-08S1,NCT03475186
10454450,CA189824-08S1,NCT03746314
10454450,CA189824-08S1,NCT03935282
10454450,CA189824-08S1,NCT03963739
10454450,CA189824-08S1,NCT03998202
10454450,CA189824-08S1,NCT04208490
10454450,CA189824-08S1,NCT04462302
10454583,DA048734-03,NCT03789214
10462326,HD101059-01S4,NCT04149509
10467167,DA056230-02,NCT04173416
10469886,DK123813-01S2,NCT04571619
10471577,NR019943-02,NCT04923334
10474683,AT010604-02,NCT04464421
10474683,AT010604-02,NCT04693416
10474683,AT010604-02,NCT05075330
10474728,DA013035-20S5,NCT02032433
10474728,DA013035-20S5,NCT04218201
10474728,DA013035-20S5,NCT04289363
10474728,DA013035-20S5,NCT04464980
10474728,DA013035-20S5,NCT04762537
10478434,AT010606-03S1,NCT04712981
10479208,AT010802-02,NCT04233671
